YEAR,LAT,LON,Month,Precipitation,Date
2016,4.0,38.125,1,0.5,2016-01-01
2016,4.0,38.75,1,0.4,2016-01-01
2016,4.0,39.375,1,0.32,2016-01-01
2016,4.0,40.0,1,0.18,2016-01-01
2016,4.0,40.625,1,0.15,2016-01-01
2016,4.0,41.25,1,0.09,2016-01-01
2016,4.0,41.875,1,0.03,2016-01-01
2016,4.0,42.5,1,0.01,2016-01-01
2016,4.5,33.125,1,0.05,2016-01-01
2016,4.5,33.75,1,0.14,2016-01-01
2016,4.5,34.375,1,0.22,2016-01-01
2016,4.5,35.0,1,0.18,2016-01-01
2016,4.5,35.625,1,0.25,2016-01-01
2016,4.5,36.25,1,0.14,2016-01-01
2016,4.5,36.875,1,0.13,2016-01-01
2016,4.5,37.5,1,0.29,2016-01-01
2016,4.5,38.125,1,0.74,2016-01-01
2016,4.5,38.75,1,0.7,2016-01-01
2016,4.5,39.375,1,0.46,2016-01-01
2016,4.5,40.0,1,0.36,2016-01-01
2016,4.5,40.625,1,0.26,2016-01-01
2016,4.5,41.25,1,0.09,2016-01-01
2016,4.5,41.875,1,0.03,2016-01-01
2016,4.5,42.5,1,0.01,2016-01-01
2016,5.0,33.125,1,0.08,2016-01-01
2016,5.0,33.75,1,0.13,2016-01-01
2016,5.0,34.375,1,0.13,2016-01-01
2016,5.0,35.0,1,0.27,2016-01-01
2016,5.0,35.625,1,0.18,2016-01-01
2016,5.0,36.25,1,0.23,2016-01-01
2016,5.0,36.875,1,0.09,2016-01-01
2016,5.0,37.5,1,0.26,2016-01-01
2016,5.0,38.125,1,0.62,2016-01-01
2016,5.0,38.75,1,0.65,2016-01-01
2016,5.0,39.375,1,0.47,2016-01-01
2016,5.0,40.0,1,0.4,2016-01-01
2016,5.0,40.625,1,0.23,2016-01-01
2016,5.0,41.25,1,0.22,2016-01-01
2016,5.0,41.875,1,0.03,2016-01-01
2016,5.0,42.5,1,0.01,2016-01-01
2016,5.5,33.125,1,0.08,2016-01-01
2016,5.5,33.75,1,0.13,2016-01-01
2016,5.5,34.375,1,0.13,2016-01-01
2016,5.5,35.0,1,0.32,2016-01-01
2016,5.5,35.625,1,0.29,2016-01-01
2016,5.5,36.25,1,0.24,2016-01-01
2016,5.5,36.875,1,0.14,2016-01-01
2016,5.5,37.5,1,0.13,2016-01-01
2016,5.5,38.125,1,0.25,2016-01-01
2016,5.5,38.75,1,0.35,2016-01-01
2016,5.5,39.375,1,0.36,2016-01-01
2016,5.5,40.0,1,0.37,2016-01-01
2016,5.5,40.625,1,0.17,2016-01-01
2016,5.5,41.25,1,0.13,2016-01-01
2016,5.5,41.875,1,0.01,2016-01-01
2016,5.5,42.5,1,0.01,2016-01-01
2016,6.0,33.125,1,0.08,2016-01-01
2016,6.0,33.75,1,0.13,2016-01-01
2016,6.0,34.375,1,0.15,2016-01-01
2016,6.0,35.0,1,0.38,2016-01-01
2016,6.0,35.625,1,0.46,2016-01-01
2016,6.0,36.25,1,0.38,2016-01-01
2016,6.0,36.875,1,0.26,2016-01-01
2016,6.0,37.5,1,0.28,2016-01-01
2016,6.0,38.125,1,0.48,2016-01-01
2016,6.0,38.75,1,0.48,2016-01-01
2016,6.0,39.375,1,0.6,2016-01-01
2016,6.0,40.0,1,0.56,2016-01-01
2016,6.0,40.625,1,0.31,2016-01-01
2016,6.0,41.25,1,0.26,2016-01-01
2016,6.0,41.875,1,0.03,2016-01-01
2016,6.0,42.5,1,0.01,2016-01-01
2016,6.5,33.125,1,0.05,2016-01-01
2016,6.5,33.75,1,0.11,2016-01-01
2016,6.5,34.375,1,0.23,2016-01-01
2016,6.5,35.0,1,0.41,2016-01-01
2016,6.5,35.625,1,0.56,2016-01-01
2016,6.5,36.25,1,0.68,2016-01-01
2016,6.5,36.875,1,0.61,2016-01-01
2016,6.5,37.5,1,0.55,2016-01-01
2016,6.5,38.125,1,0.68,2016-01-01
2016,6.5,38.75,1,0.6,2016-01-01
2016,6.5,39.375,1,1.08,2016-01-01
2016,6.5,40.0,1,1.34,2016-01-01
2016,6.5,40.625,1,0.86,2016-01-01
2016,6.5,41.25,1,0.7,2016-01-01
2016,6.5,41.875,1,0.07,2016-01-01
2016,6.5,42.5,1,0.03,2016-01-01
2016,7.0,33.125,1,0.04,2016-01-01
2016,7.0,33.75,1,0.07,2016-01-01
2016,7.0,34.375,1,0.08,2016-01-01
2016,7.0,35.0,1,0.9,2016-01-01
2016,7.0,35.625,1,1.01,2016-01-01
2016,7.0,36.25,1,1.39,2016-01-01
2016,7.0,36.875,1,1.32,2016-01-01
2016,7.0,37.5,1,0.74,2016-01-01
2016,7.0,38.125,1,0.54,2016-01-01
2016,7.0,38.75,1,0.78,2016-01-01
2016,7.0,39.375,1,4.51,2016-01-01
2016,7.0,40.0,1,2.86,2016-01-01
2016,7.0,40.625,1,2.52,2016-01-01
2016,7.0,41.25,1,0.61,2016-01-01
2016,7.0,41.875,1,0.11,2016-01-01
2016,7.0,42.5,1,0.11,2016-01-01
2016,7.5,33.125,1,0.04,2016-01-01
2016,7.5,33.75,1,0.1,2016-01-01
2016,7.5,34.375,1,0.11,2016-01-01
2016,7.5,35.0,1,0.7,2016-01-01
2016,7.5,35.625,1,1.24,2016-01-01
2016,7.5,36.25,1,1.1,2016-01-01
2016,7.5,36.875,1,0.67,2016-01-01
2016,7.5,37.5,1,0.73,2016-01-01
2016,7.5,38.125,1,0.59,2016-01-01
2016,7.5,38.75,1,0.79,2016-01-01
2016,7.5,39.375,1,1.79,2016-01-01
2016,7.5,40.0,1,2.15,2016-01-01
2016,7.5,40.625,1,1.33,2016-01-01
2016,7.5,41.25,1,0.24,2016-01-01
2016,7.5,41.875,1,0.11,2016-01-01
2016,7.5,42.5,1,0.18,2016-01-01
2016,8.0,33.125,1,0.03,2016-01-01
2016,8.0,33.75,1,0.05,2016-01-01
2016,8.0,34.375,1,0.07,2016-01-01
2016,8.0,35.0,1,0.28,2016-01-01
2016,8.0,35.625,1,0.54,2016-01-01
2016,8.0,36.25,1,0.65,2016-01-01
2016,8.0,36.875,1,0.74,2016-01-01
2016,8.0,37.5,1,0.78,2016-01-01
2016,8.0,38.125,1,1.16,2016-01-01
2016,8.0,38.75,1,0.74,2016-01-01
2016,8.0,39.375,1,1.19,2016-01-01
2016,8.0,40.0,1,1.31,2016-01-01
2016,8.0,40.625,1,0.71,2016-01-01
2016,8.0,41.25,1,0.43,2016-01-01
2016,8.0,41.875,1,0.11,2016-01-01
2016,8.0,42.5,1,0.11,2016-01-01
2016,8.5,33.125,1,0.01,2016-01-01
2016,8.5,33.75,1,0.02,2016-01-01
2016,8.5,34.375,1,0.03,2016-01-01
2016,8.5,35.0,1,0.14,2016-01-01
2016,8.5,35.625,1,0.21,2016-01-01
2016,8.5,36.25,1,0.34,2016-01-01
2016,8.5,36.875,1,0.5,2016-01-01
2016,8.5,37.5,1,0.62,2016-01-01
2016,8.5,38.125,1,1.01,2016-01-01
2016,8.5,38.75,1,0.93,2016-01-01
2016,8.5,39.375,1,0.8,2016-01-01
2016,8.5,40.0,1,1.08,2016-01-01
2016,8.5,40.625,1,0.64,2016-01-01
2016,8.5,41.25,1,0.53,2016-01-01
2016,8.5,41.875,1,0.26,2016-01-01
2016,8.5,42.5,1,0.23,2016-01-01
2016,9.0,33.125,1,0.0,2016-01-01
2016,9.0,33.75,1,0.01,2016-01-01
2016,9.0,34.375,1,0.01,2016-01-01
2016,9.0,35.0,1,0.12,2016-01-01
2016,9.0,35.625,1,0.18,2016-01-01
2016,9.0,36.25,1,0.19,2016-01-01
2016,9.0,36.875,1,0.22,2016-01-01
2016,9.0,37.5,1,0.49,2016-01-01
2016,9.0,38.125,1,0.96,2016-01-01
2016,9.0,38.75,1,1.02,2016-01-01
2016,9.0,39.375,1,1.07,2016-01-01
2016,9.0,40.0,1,1.03,2016-01-01
2016,9.0,40.625,1,0.81,2016-01-01
2016,9.0,41.25,1,0.71,2016-01-01
2016,9.0,41.875,1,0.7,2016-01-01
2016,9.0,42.5,1,0.51,2016-01-01
2016,9.5,33.125,1,0.0,2016-01-01
2016,9.5,33.75,1,0.01,2016-01-01
2016,9.5,34.375,1,0.01,2016-01-01
2016,9.5,35.0,1,0.05,2016-01-01
2016,9.5,35.625,1,0.07,2016-01-01
2016,9.5,36.25,1,0.06,2016-01-01
2016,9.5,36.875,1,0.04,2016-01-01
2016,9.5,37.5,1,0.32,2016-01-01
2016,9.5,38.125,1,0.76,2016-01-01
2016,9.5,38.75,1,0.98,2016-01-01
2016,9.5,39.375,1,1.51,2016-01-01
2016,9.5,40.0,1,1.41,2016-01-01
2016,9.5,40.625,1,0.94,2016-01-01
2016,9.5,41.25,1,0.9,2016-01-01
2016,9.5,41.875,1,0.87,2016-01-01
2016,9.5,42.5,1,0.59,2016-01-01
2017,10.0,33.125,1,0.0,2017-01-01
2017,10.0,33.75,1,0.0,2017-01-01
2017,10.0,34.375,1,0.0,2017-01-01
2017,10.0,35.0,1,0.0,2017-01-01
2017,10.0,35.625,1,0.0,2017-01-01
2017,10.0,36.25,1,0.0,2017-01-01
2017,10.0,36.875,1,0.0,2017-01-01
2017,10.0,37.5,1,0.0,2017-01-01
2017,10.0,38.125,1,0.0,2017-01-01
2017,10.0,38.75,1,0.0,2017-01-01
2017,10.0,39.375,1,0.0,2017-01-01
2017,10.0,40.0,1,0.0,2017-01-01
2017,10.0,40.625,1,0.0,2017-01-01
2017,10.0,41.25,1,0.0,2017-01-01
2017,10.0,41.875,1,0.0,2017-01-01
2017,10.0,42.5,1,0.0,2017-01-01
2017,10.5,33.125,1,0.0,2017-01-01
2017,10.5,33.75,1,0.0,2017-01-01
2017,10.5,34.375,1,0.0,2017-01-01
2017,10.5,35.0,1,0.0,2017-01-01
2017,10.5,35.625,1,0.0,2017-01-01
2017,10.5,36.25,1,0.0,2017-01-01
2017,10.5,36.875,1,0.01,2017-01-01
2017,10.5,37.5,1,0.01,2017-01-01
2017,10.5,38.125,1,0.0,2017-01-01
2017,10.5,38.75,1,0.0,2017-01-01
2017,10.5,39.375,1,0.0,2017-01-01
2017,10.5,40.0,1,0.0,2017-01-01
2017,10.5,40.625,1,0.0,2017-01-01
2017,10.5,41.25,1,0.0,2017-01-01
2017,10.5,41.875,1,0.0,2017-01-01
2017,10.5,42.5,1,0.0,2017-01-01
2017,11.0,33.125,1,0.0,2017-01-01
2017,11.0,33.75,1,0.0,2017-01-01
2017,11.0,34.375,1,0.0,2017-01-01
2017,11.0,35.0,1,0.0,2017-01-01
2017,11.0,35.625,1,0.0,2017-01-01
2017,11.0,36.25,1,0.01,2017-01-01
2017,11.0,36.875,1,0.02,2017-01-01
2017,11.0,37.5,1,0.01,2017-01-01
2017,11.0,38.125,1,0.0,2017-01-01
2017,11.0,38.75,1,0.0,2017-01-01
2017,11.0,39.375,1,0.0,2017-01-01
2017,11.0,40.0,1,0.0,2017-01-01
2017,11.0,40.625,1,0.0,2017-01-01
2017,11.0,41.25,1,0.0,2017-01-01
2017,11.0,41.875,1,0.0,2017-01-01
2017,11.0,42.5,1,0.0,2017-01-01
2017,11.5,33.125,1,0.0,2017-01-01
2017,11.5,33.75,1,0.0,2017-01-01
2017,11.5,34.375,1,0.0,2017-01-01
2017,11.5,35.0,1,0.0,2017-01-01
2017,11.5,35.625,1,0.0,2017-01-01
2017,11.5,36.25,1,0.0,2017-01-01
2017,11.5,36.875,1,0.0,2017-01-01
2017,11.5,37.5,1,0.0,2017-01-01
2017,11.5,38.125,1,0.0,2017-01-01
2017,11.5,38.75,1,0.0,2017-01-01
2017,11.5,39.375,1,0.0,2017-01-01
2017,11.5,40.0,1,0.0,2017-01-01
2017,11.5,40.625,1,0.0,2017-01-01
2017,11.5,41.25,1,0.0,2017-01-01
2017,11.5,41.875,1,0.01,2017-01-01
2017,11.5,42.5,1,0.01,2017-01-01
2017,12.0,33.125,1,0.0,2017-01-01
2017,12.0,33.75,1,0.0,2017-01-01
2017,12.0,34.375,1,0.0,2017-01-01
2017,12.0,35.0,1,0.0,2017-01-01
2017,12.0,35.625,1,0.0,2017-01-01
2017,12.0,36.25,1,0.0,2017-01-01
2017,12.0,36.875,1,0.0,2017-01-01
2017,12.0,37.5,1,0.0,2017-01-01
2017,12.0,38.125,1,0.0,2017-01-01
2017,12.0,38.75,1,0.0,2017-01-01
2017,12.0,39.375,1,0.0,2017-01-01
2017,12.0,40.0,1,0.0,2017-01-01
2017,12.0,40.625,1,0.0,2017-01-01
2017,12.0,41.25,1,0.0,2017-01-01
2017,12.0,41.875,1,0.01,2017-01-01
2017,12.0,42.5,1,0.01,2017-01-01
2017,3.0,33.125,1,0.25,2017-01-01
2017,3.0,33.75,1,0.18,2017-01-01
2017,3.0,34.375,1,0.17,2017-01-01
2017,3.0,35.0,1,0.27,2017-01-01
2017,3.0,35.625,1,0.13,2017-01-01
2017,3.0,36.25,1,0.14,2017-01-01
2017,3.0,36.875,1,0.12,2017-01-01
2017,3.0,37.5,1,0.06,2017-01-01
2017,3.0,38.125,1,0.01,2017-01-01
2017,3.0,38.75,1,0.01,2017-01-01
2017,3.0,39.375,1,0.0,2017-01-01
2017,3.0,40.0,1,0.0,2017-01-01
2017,3.0,40.625,1,0.0,2017-01-01
2017,3.0,41.25,1,0.0,2017-01-01
2017,3.0,41.875,1,0.0,2017-01-01
2017,3.0,42.5,1,0.0,2017-01-01
2017,3.5,33.125,1,0.29,2017-01-01
2017,3.5,33.75,1,0.44,2017-01-01
2017,3.5,34.375,1,0.45,2017-01-01
2017,3.5,35.0,1,0.87,2017-01-01
2017,3.5,35.625,1,0.3,2017-01-01
2017,3.5,36.25,1,0.36,2017-01-01
2017,3.5,36.875,1,0.1,2017-01-01
2017,3.5,37.5,1,0.09,2017-01-01
2017,3.5,38.125,1,0.01,2017-01-01
2017,3.5,38.75,1,0.0,2017-01-01
2017,3.5,39.375,1,0.0,2017-01-01
2017,3.5,40.0,1,0.0,2017-01-01
2017,3.5,40.625,1,0.0,2017-01-01
2017,3.5,41.25,1,0.0,2017-01-01
2017,3.5,41.875,1,0.0,2017-01-01
2017,3.5,42.5,1,0.0,2017-01-01
2017,4.0,33.125,1,0.58,2017-01-01
2017,4.0,33.75,1,0.61,2017-01-01
2017,4.0,34.375,1,0.67,2017-01-01
2017,4.0,35.0,1,1.4,2017-01-01
2017,4.0,35.625,1,0.87,2017-01-01
2017,4.0,36.25,1,0.51,2017-01-01
2017,4.0,36.875,1,0.14,2017-01-01
2017,4.0,37.5,1,0.11,2017-01-01
2017,4.0,38.125,1,0.01,2017-01-01
2017,4.0,38.75,1,0.01,2017-01-01
2017,4.0,39.375,1,0.0,2017-01-01
2017,4.0,40.0,1,0.0,2017-01-01
2017,4.0,40.625,1,0.0,2017-01-01
2017,4.0,41.25,1,0.0,2017-01-01
2017,4.0,41.875,1,0.0,2017-01-01
2017,4.0,42.5,1,0.0,2017-01-01
2017,4.5,33.125,1,0.59,2017-01-01
2017,4.5,33.75,1,0.58,2017-01-01
2017,4.5,34.375,1,0.46,2017-01-01
2017,4.5,35.0,1,0.95,2017-01-01
2017,4.5,35.625,1,0.87,2017-01-01
2017,4.5,36.25,1,0.45,2017-01-01
2017,4.5,36.875,1,0.15,2017-01-01
2017,4.5,37.5,1,0.11,2017-01-01
2017,4.5,38.125,1,0.02,2017-01-01
2017,4.5,38.75,1,0.02,2017-01-01
2017,4.5,39.375,1,0.0,2017-01-01
2017,4.5,40.0,1,0.0,2017-01-01
2017,4.5,40.625,1,0.0,2017-01-01
2017,4.5,41.25,1,0.0,2017-01-01
2017,4.5,41.875,1,0.0,2017-01-01
2017,4.5,42.5,1,0.0,2017-01-01
2017,5.0,33.125,1,0.38,2017-01-01
2017,5.0,33.75,1,1.12,2017-01-01
2017,5.0,34.375,1,0.99,2017-01-01
2017,5.0,35.0,1,1.32,2017-01-01
2017,5.0,35.625,1,0.44,2017-01-01
2017,5.0,36.25,1,0.56,2017-01-01
2017,5.0,36.875,1,0.16,2017-01-01
2017,5.0,37.5,1,0.09,2017-01-01
2017,5.0,38.125,1,0.02,2017-01-01
2017,5.0,38.75,1,0.01,2017-01-01
2017,5.0,39.375,1,0.0,2017-01-01
2017,5.0,40.0,1,0.0,2017-01-01
2017,5.0,40.625,1,0.0,2017-01-01
2017,5.0,41.25,1,0.0,2017-01-01
2017,5.0,41.875,1,0.0,2017-01-01
2017,5.0,42.5,1,0.0,2017-01-01
2017,5.5,33.125,1,0.47,2017-01-01
2017,5.5,33.75,1,0.78,2017-01-01
2017,5.5,34.375,1,1.01,2017-01-01
2017,5.5,35.0,1,0.97,2017-01-01
2017,5.5,35.625,1,0.39,2017-01-01
2017,5.5,36.25,1,0.26,2017-01-01
2017,5.5,36.875,1,0.07,2017-01-01
2017,5.5,37.5,1,0.05,2017-01-01
2017,5.5,38.125,1,0.01,2017-01-01
2017,5.5,38.75,1,0.0,2017-01-01
2017,5.5,39.375,1,0.0,2017-01-01
2017,5.5,40.0,1,0.0,2017-01-01
2017,5.5,40.625,1,0.0,2017-01-01
2017,5.5,41.25,1,0.0,2017-01-01
2017,5.5,41.875,1,0.0,2017-01-01
2017,5.5,42.5,1,0.0,2017-01-01
2017,6.0,33.125,1,0.12,2017-01-01
2017,6.0,33.75,1,0.38,2017-01-01
2017,6.0,34.375,1,0.49,2017-01-01
2017,6.0,35.0,1,0.56,2017-01-01
2017,6.0,35.625,1,0.32,2017-01-01
2017,6.0,36.25,1,0.23,2017-01-01
2017,6.0,36.875,1,0.07,2017-01-01
2017,6.0,37.5,1,0.08,2017-01-01
2017,6.0,38.125,1,0.01,2017-01-01
2017,6.0,38.75,1,0.0,2017-01-01
2017,6.0,39.375,1,0.0,2017-01-01
2017,6.0,40.0,1,0.0,2017-01-01
2017,6.0,40.625,1,0.0,2017-01-01
2017,6.0,41.25,1,0.0,2017-01-01
2017,6.0,41.875,1,0.0,2017-01-01
2017,6.0,42.5,1,0.0,2017-01-01
2017,6.5,33.125,1,0.02,2017-01-01
2017,6.5,33.75,1,0.09,2017-01-01
2017,6.5,34.375,1,0.14,2017-01-01
2017,6.5,35.0,1,0.3,2017-01-01
2017,6.5,35.625,1,0.34,2017-01-01
2017,6.5,36.25,1,0.26,2017-01-01
2017,6.5,36.875,1,0.13,2017-01-01
2017,6.5,37.5,1,0.08,2017-01-01
2017,6.5,38.125,1,0.01,2017-01-01
2017,6.5,38.75,1,0.0,2017-01-01
2017,6.5,39.375,1,0.0,2017-01-01
2017,6.5,40.0,1,0.0,2017-01-01
2017,6.5,40.625,1,0.0,2017-01-01
2017,6.5,41.25,1,0.0,2017-01-01
2017,6.5,41.875,1,0.0,2017-01-01
2017,6.5,42.5,1,0.0,2017-01-01
2017,7.0,33.125,1,0.0,2017-01-01
2017,7.0,33.75,1,0.02,2017-01-01
2017,7.0,34.375,1,0.02,2017-01-01
2017,7.0,35.0,1,0.31,2017-01-01
2017,7.0,35.625,1,0.24,2017-01-01
2017,7.0,36.25,1,0.29,2017-01-01
2017,7.0,36.875,1,0.09,2017-01-01
2017,7.0,37.5,1,0.04,2017-01-01
2017,7.0,38.125,1,0.0,2017-01-01
2017,7.0,38.75,1,0.0,2017-01-01
2017,7.0,39.375,1,0.0,2017-01-01
2017,7.0,40.0,1,0.0,2017-01-01
2017,7.0,40.625,1,0.0,2017-01-01
2017,7.0,41.25,1,0.0,2017-01-01
2017,7.0,41.875,1,0.0,2017-01-01
2017,7.0,42.5,1,0.0,2017-01-01
2017,7.5,33.125,1,0.0,2017-01-01
2017,7.5,33.75,1,0.04,2017-01-01
2017,7.5,34.375,1,0.04,2017-01-01
2017,7.5,35.0,1,0.27,2017-01-01
2017,7.5,35.625,1,0.16,2017-01-01
2017,7.5,36.25,1,0.1,2017-01-01
2017,7.5,36.875,1,0.01,2017-01-01
2017,7.5,37.5,1,0.01,2017-01-01
2017,7.5,38.125,1,0.0,2017-01-01
2017,7.5,38.75,1,0.0,2017-01-01
2017,7.5,39.375,1,0.0,2017-01-01
2017,7.5,40.0,1,0.0,2017-01-01
2017,7.5,40.625,1,0.0,2017-01-01
2017,7.5,41.25,1,0.0,2017-01-01
2017,7.5,41.875,1,0.0,2017-01-01
2017,7.5,42.5,1,0.0,2017-01-01
2017,8.0,33.125,1,0.0,2017-01-01
2017,8.0,33.75,1,0.01,2017-01-01
2017,8.0,34.375,1,0.05,2017-01-01
2017,8.0,35.0,1,0.15,2017-01-01
2017,8.0,35.625,1,0.04,2017-01-01
2017,8.0,36.25,1,0.03,2017-01-01
2017,8.0,36.875,1,0.01,2017-01-01
2017,8.0,37.5,1,0.0,2017-01-01
2017,8.0,38.125,1,0.0,2017-01-01
2017,8.0,38.75,1,0.0,2017-01-01
2017,8.0,39.375,1,0.0,2017-01-01
2017,8.0,40.0,1,0.0,2017-01-01
2017,8.0,40.625,1,0.0,2017-01-01
2017,8.0,41.25,1,0.0,2017-01-01
2017,8.0,41.875,1,0.0,2017-01-01
2017,8.0,42.5,1,0.0,2017-01-01
2017,8.5,33.125,1,0.0,2017-01-01
2017,8.5,33.75,1,0.0,2017-01-01
2017,8.5,34.375,1,0.01,2017-01-01
2017,8.5,35.0,1,0.02,2017-01-01
2017,8.5,35.625,1,0.0,2017-01-01
2017,8.5,36.25,1,0.01,2017-01-01
2017,8.5,36.875,1,0.0,2017-01-01
2017,8.5,37.5,1,0.0,2017-01-01
2017,8.5,38.125,1,0.0,2017-01-01
2017,8.5,38.75,1,0.0,2017-01-01
2017,8.5,39.375,1,0.0,2017-01-01
2017,8.5,40.0,1,0.0,2017-01-01
2017,8.5,40.625,1,0.0,2017-01-01
2017,8.5,41.25,1,0.0,2017-01-01
2017,8.5,41.875,1,0.0,2017-01-01
2017,8.5,42.5,1,0.0,2017-01-01
2017,9.0,33.125,1,0.0,2017-01-01
2017,9.0,33.75,1,0.0,2017-01-01
2017,9.0,34.375,1,0.0,2017-01-01
2017,9.0,35.0,1,0.0,2017-01-01
2017,9.0,35.625,1,0.0,2017-01-01
2017,9.0,36.25,1,0.0,2017-01-01
2017,9.0,36.875,1,0.0,2017-01-01
2017,9.0,37.5,1,0.0,2017-01-01
2017,9.0,38.125,1,0.0,2017-01-01
2017,9.0,38.75,1,0.0,2017-01-01
2017,9.0,39.375,1,0.0,2017-01-01
2017,9.0,40.0,1,0.0,2017-01-01
2017,9.0,40.625,1,0.0,2017-01-01
2017,9.0,41.25,1,0.0,2017-01-01
2017,9.0,41.875,1,0.0,2017-01-01
2017,9.0,42.5,1,0.0,2017-01-01
2017,9.5,33.125,1,0.0,2017-01-01
2017,9.5,33.75,1,0.0,2017-01-01
2017,9.5,34.375,1,0.0,2017-01-01
2017,9.5,35.0,1,0.0,2017-01-01
2017,9.5,35.625,1,0.0,2017-01-01
2017,9.5,36.25,1,0.0,2017-01-01
2017,9.5,36.875,1,0.0,2017-01-01
2017,9.5,37.5,1,0.0,2017-01-01
2017,9.5,38.125,1,0.0,2017-01-01
2017,9.5,38.75,1,0.0,2017-01-01
2017,9.5,39.375,1,0.0,2017-01-01
2017,9.5,40.0,1,0.0,2017-01-01
2017,9.5,40.625,1,0.0,2017-01-01
2017,9.5,41.25,1,0.0,2017-01-01
2017,9.5,41.875,1,0.0,2017-01-01
2017,9.5,42.5,1,0.0,2017-01-01
2018,10.0,33.125,1,0.0,2018-01-01
2018,10.0,33.75,1,0.0,2018-01-01
2018,10.0,34.375,1,0.0,2018-01-01
2018,10.0,35.0,1,0.01,2018-01-01
2018,10.0,35.625,1,0.02,2018-01-01
2018,10.0,36.25,1,0.12,2018-01-01
2018,10.0,36.875,1,0.15,2018-01-01
2018,10.0,37.5,1,0.21,2018-01-01
2018,10.0,38.125,1,0.04,2018-01-01
2018,10.0,38.75,1,0.05,2018-01-01
2018,10.0,39.375,1,0.06,2018-01-01
2018,10.0,40.0,1,0.05,2018-01-01
2018,10.0,40.625,1,0.01,2018-01-01
2018,10.0,41.25,1,0.0,2018-01-01
2018,10.0,41.875,1,0.0,2018-01-01
2018,10.0,42.5,1,0.02,2018-01-01
2018,10.5,33.125,1,0.0,2018-01-01
2018,10.5,33.75,1,0.0,2018-01-01
2018,10.5,34.375,1,0.0,2018-01-01
2018,10.5,35.0,1,0.0,2018-01-01
2018,10.5,35.625,1,0.0,2018-01-01
2018,10.5,36.25,1,0.03,2018-01-01
2018,10.5,36.875,1,0.42,2018-01-01
2018,10.5,37.5,1,0.22,2018-01-01
2018,10.5,38.125,1,0.05,2018-01-01
2018,10.5,38.75,1,0.03,2018-01-01
2018,10.5,39.375,1,0.06,2018-01-01
2018,10.5,40.0,1,0.06,2018-01-01
2018,10.5,40.625,1,0.02,2018-01-01
2018,10.5,41.25,1,0.0,2018-01-01
2018,10.5,41.875,1,0.01,2018-01-01
2018,10.5,42.5,1,0.03,2018-01-01
2018,11.0,33.125,1,0.0,2018-01-01
2018,11.0,33.75,1,0.0,2018-01-01
2018,11.0,34.375,1,0.0,2018-01-01
2018,11.0,35.0,1,0.0,2018-01-01
2018,11.0,35.625,1,0.0,2018-01-01
2018,11.0,36.25,1,0.0,2018-01-01
2018,11.0,36.875,1,0.12,2018-01-01
2018,11.0,37.5,1,0.31,2018-01-01
2018,11.0,38.125,1,0.08,2018-01-01
2018,11.0,38.75,1,0.06,2018-01-01
2018,11.0,39.375,1,0.08,2018-01-01
2018,11.0,40.0,1,0.07,2018-01-01
2018,11.0,40.625,1,0.02,2018-01-01
2018,11.0,41.25,1,0.01,2018-01-01
2018,11.0,41.875,1,0.01,2018-01-01
2018,11.0,42.5,1,0.03,2018-01-01
2018,11.5,33.125,1,0.0,2018-01-01
2018,11.5,33.75,1,0.0,2018-01-01
2018,11.5,34.375,1,0.0,2018-01-01
2018,11.5,35.0,1,0.0,2018-01-01
2018,11.5,35.625,1,0.0,2018-01-01
2018,11.5,36.25,1,0.0,2018-01-01
2018,11.5,36.875,1,0.0,2018-01-01
2018,11.5,37.5,1,0.1,2018-01-01
2018,11.5,38.125,1,0.04,2018-01-01
2018,11.5,38.75,1,0.03,2018-01-01
2018,11.5,39.375,1,0.09,2018-01-01
2018,11.5,40.0,1,0.09,2018-01-01
2018,11.5,40.625,1,0.03,2018-01-01
2018,11.5,41.25,1,0.02,2018-01-01
2018,11.5,41.875,1,0.03,2018-01-01
2018,11.5,42.5,1,0.06,2018-01-01
2018,12.0,33.125,1,0.0,2018-01-01
2018,12.0,33.75,1,0.0,2018-01-01
2018,12.0,34.375,1,0.0,2018-01-01
2018,12.0,35.0,1,0.0,2018-01-01
2018,12.0,35.625,1,0.0,2018-01-01
2018,12.0,36.25,1,0.0,2018-01-01
2018,12.0,36.875,1,0.0,2018-01-01
2018,12.0,37.5,1,0.0,2018-01-01
2018,12.0,38.125,1,0.01,2018-01-01
2018,12.0,38.75,1,0.04,2018-01-01
2018,12.0,39.375,1,0.12,2018-01-01
2018,12.0,40.0,1,0.11,2018-01-01
2018,12.0,40.625,1,0.04,2018-01-01
2018,12.0,41.25,1,0.02,2018-01-01
2018,12.0,41.875,1,0.04,2018-01-01
2018,12.0,42.5,1,0.11,2018-01-01
2018,3.0,33.125,1,0.0,2018-01-01
2018,3.0,33.75,1,0.0,2018-01-01
2018,3.0,34.375,1,0.0,2018-01-01
2018,3.0,35.0,1,0.0,2018-01-01
2018,3.0,35.625,1,0.0,2018-01-01
2018,3.0,36.25,1,0.0,2018-01-01
2018,3.0,36.875,1,0.0,2018-01-01
2018,3.0,37.5,1,0.0,2018-01-01
2018,3.0,38.125,1,0.0,2018-01-01
2018,3.0,38.75,1,0.0,2018-01-01
2018,3.0,39.375,1,0.0,2018-01-01
2018,3.0,40.0,1,0.0,2018-01-01
2018,3.0,40.625,1,0.0,2018-01-01
2018,3.0,41.25,1,0.0,2018-01-01
